Name,Total,White,Black,Hispanic,Asian,Other,p_White,p_Black,p_Hispanic,p_Asian,p_Other,entropy5,entropy4,entropy_rice,gini_simpson
"Deming, NM Micro Area",25095,8997,189,15423,112,374,0.358517632995,0.00753138075314,0.614584578601,0.0044630404463,0.0149033672046,0.491229030793,0.522193245288,0.491229030793,0.493452151797
"Denver-Aurora-Broomfield, CO Metro Area",2543482,1673709,135334,571131,91954,71354,0.658038468525,0.0532081610957,0.224546900666,0.0361528015531,0.0280536681604,0.61335218707,0.63770214107,0.61335218707,0.511638921578
"Des Moines-West Des Moines, IA Metro Area",569633,476434,26508,38004,17107,11580,0.836387639059,0.0465352253117,0.0667166403632,0.030031616848,0.0203288784182,0.408387293081,0.410833172343,0.408387293081,0.292523918625
"Detroit-Warren-Livonia, MI Metro Area",4296250,2916144,972689,168065,140558,98794,0.67876496945,0.2264041897,0.0391189991271,0.0327164387547,0.0229954029677,0.57457472469,0.601930388492,0.57457472469,0.484889809118
"Dickinson, ND Micro Area",24982,23536,186,458,292,510,0.942118325194,0.00744536065967,0.0183331999039,0.0116884156593,0.020414698583,0.184797038575,0.145634467669,0.184797038575,0.11146814274
"Dillon, SC Micro Area",32062,15152,14730,833,76,1271,0.472584367787,0.45942236916,0.025980911983,0.00237040733579,0.039641943734,0.589448179374,0.587285222177,0.589448179374,0.563342991717
"Dixon, IL Micro Area",36031,31824,1709,1802,244,452,0.883239432711,0.0474313785352,0.0500124892454,0.00677194637951,0.0125447531292,0.306205707741,0.310779164165,0.306205707741,0.214933889666
"Dodge City, KS Micro Area",33848,14897,605,17321,470,555,0.440114630111,0.0178740250532,0.511728905696,0.0138856062397,0.0163968329,0.560922910097,0.600710562985,0.560922910097,0.543651492476
"Dothan, AL Metro Area",145639,104154,33476,4304,915,2790,0.715151848063,0.229856013842,0.0295525237059,0.00628265780457,0.0191569565844,0.490489225174,0.510887111531,0.490489225174,0.434444234681
"Douglas, GA Micro Area",50731,30683,12655,6391,319,683,0.604817567168,0.249452997181,0.125978198735,0.00628806843942,0.0134631684769,0.622164345997,0.679983509702,0.622164345997,0.555877609376
"Dover, DE Metro Area",162310,105891,37812,9346,3266,5995,0.652399728914,0.232961616659,0.0575811718317,0.0201219887869,0.0369354938081,0.610669701527,0.61775223343,0.610669701527,0.515018762391
"DuBois, PA Micro Area",81642,77031,1697,1907,384,623,0.943521716763,0.0207858700179,0.0233580755004,0.00470346145366,0.00763087626467,0.177410272066,0.174981203592,0.177410272066,0.10870876509
"Dublin, GA Micro Area",58414,35139,20729,1329,500,717,0.601550998048,0.354863560105,0.0227513952135,0.00855959187866,0.012274454754,0.530752192124,0.57548810199,0.530752192124,0.511466695619
"Dubuque, IA Metro Area",93653,86981,2436,1807,871,1558,0.928758288576,0.0260109126243,0.0192946301774,0.00930028936606,0.0166358792564,0.218326663061,0.19566931553,0.218326663061,0.135995943211
"Duluth, MN-WI Metro Area (part)",279771,257081,3657,3387,2290,13356,1.84288172333,0.0242618385631,0.0234655090565,0.0165278036396,0.0928631254113,0.231390902817,0.136810830644,-0.409972849149,-2.40624904146
"Dumas, TX Micro Area",21904,8370,287,11542,1323,382,0.382121986852,0.0131026296567,0.526935719503,0.060399926954,0.0174397370343,0.622667031372,0.671192772299,0.622667031372,0.572197560168
"Duncan, OK Micro Area",45048,37173,841,2790,210,4034,0.825186467768,0.0186689753152,0.0619339371337,0.00466169419286,0.0895489255905,0.401544419616,0.273158486232,0.401544419616,0.306842208738
"Dunn, NC Micro Area",114678,73707,23591,12359,983,4038,0.642730079004,0.205715132807,0.107771324927,0.00857182720313,0.0352116360592,0.626373956848,0.639780630913,0.626373956848,0.531651335666
"Durango, CO Micro Area",51334,41245,176,6056,266,3591,0.803463591382,0.00342852690225,0.117972493864,0.00518175088635,0.0699536369658,0.410552982213,0.315857315219,0.410552982213,0.335596631352
"Durant, OK Micro Area",42416,31294,640,2107,214,8161,0.73778762731,0.015088645794,0.0496746510751,0.00504526593738,0.192403809883,0.484997821853,0.25981859905,0.484997821853,0.41592949803
"Durham-Chapel Hill, NC Metro Area",504357,278907,134853,56915,21985,11697,0.552995199829,0.267376084797,0.112846654255,0.043590155386,0.0231919057334,0.714753553311,0.768114558889,0.714753553311,0.60753400473
"Dyersburg, TN Micro Area",38335,31044,5433,1002,188,668,0.809808269206,0.141724272858,0.0261379940003,0.00490413460284,0.0174253293335,0.397437536107,0.405104990961,0.397437536107,0.32311391024
"Eagle Pass, TX Micro Area",54258,1552,75,51914,140,577,0.0286040768182,0.00138228464005,0.956798997383,0.00258026466143,0.0106343764975,0.134653796159,0.115066923029,0.134653796159,0.0835958269565
"East Liverpool-Salem, OH Micro Area",107841,102326,2323,1348,319,1525,0.948859895587,0.0215409723575,0.0124998840886,0.00295805862334,0.0141411893436,0.164468861398,0.139343270802,0.164468861398,0.0988359146074
"East Stroudsburg, PA Micro Area",169842,119741,20461,22288,3395,3957,0.705014071902,0.120470790499,0.131227847058,0.0199891664017,0.0232981241389,0.580129621253,0.607883090936,0.580129621253,0.470278829851
"Easton, MD Micro Area",37782,29829,4778,2073,463,639,0.789502937907,0.126462336562,0.0548673971733,0.0122545127309,0.0169128156265,0.453769111941,0.472939895283,0.453769111941,0.35724574078
"Eau Claire, WI Metro Area",161151,149946,1798,2604,4046,2757,0.93046893907,0.0111572376219,0.0161587579351,0.0251068873293,0.0171081780442,0.21497144088,0.190391188144,0.21497144088,0.13291891847
"Edwards, CO Micro Area",59507,39357,265,18547,545,793,0.661384374947,0.00445325759995,0.311677617759,0.0091585863848,0.0133261633085,0.473093107993,0.50491592573,0.473093107993,0.465146473327
"Effingham, IL Micro Area",34242,33155,76,597,147,267,0.968255358916,0.00221949652474,0.0174347292798,0.00429297354127,0.00779744173822,0.109755297647,0.0952601632652,0.109755297647,0.0620934342612
"El Campo, TX Micro Area",41280,19681,5668,15445,154,332,0.476768410853,0.13730620155,0.374152131783,0.00373062015504,0.00804263565891,0.65442453777,0.7318907525,0.65442453777,0.613770470196
"El Centro, CA Metro Area",174528,23927,5114,140271,2201,3015,0.137095480381,0.0293018885222,0.803716309131,0.012611156949,0.0172751650165,0.420481597109,0.432711647003,0.420481597109,0.333928850419
"El Dorado, AR Micro Area",41639,25722,13674,1460,196,587,0.61773817815,0.328394053652,0.0350632820193,0.00470712553135,0.0140973606475,0.538091964191,0.579438575627,0.538091964191,0.509106562428
"El Paso, TX Metro Area",800647,105246,20649,658134,7551,9067,0.131451188851,0.0257903920205,0.822002705312,0.00943112257961,0.0113245912368,0.383310491327,0.404868810095,0.383310491327,0.306149800649
"Elizabeth City, NC Micro Area",64094,40080,19883,2143,630,1358,0.625331544294,0.31021624489,0.0334352669517,0.00982931319624,0.0211876306675,0.557584198556,0.585716241462,0.557584198556,0.511062892949
"Elizabethtown, KY Metro Area",119736,95235,12319,5718,2092,4372,0.795374824614,0.102884679629,0.0477550611345,0.01747177123,0.0365136633928,0.467802121886,0.446363567763,0.467802121886,0.3528745748
"Elk City, OK Micro Area",22119,17459,842,2619,173,1026,0.789321397893,0.0380668203807,0.118404991184,0.00782133007821,0.0463854604639,0.462379277947,0.420910050919,0.462379277947,0.35929012193
"Elkhart-Goshen, IN Metro Area",197559,152555,10989,27886,1879,4250,0.772199697306,0.0556238895722,0.141152769552,0.00951108276515,0.0215125608046,0.474426041139,0.486328275411,0.474426041139,0.38013625507
"Elko, NV Micro Area",50805,35392,331,11396,452,3234,0.696624347997,0.00651510678083,0.22430863104,0.00889676212971,0.063655152052,0.52021073305,0.462492602397,0.52021073305,0.460226578443
"Ellensburg, WA Micro Area",40915,35214,339,3121,795,1446,0.860662348772,0.00828546987657,0.0762800928755,0.0194305267017,0.0353415617744,0.347863202551,0.304358345547,0.347863202551,0.25174644847
"Elmira, NY Metro Area",88830,77643,5528,2240,1041,2378,0.874062816616,0.0622312281887,0.0252167060678,0.0117190138467,0.0267702352809,0.330733374679,0.303120844419,0.330733374679,0.2306516038
"Emporia, KS Micro Area",36480,27301,765,6855,767,792,0.748382675439,0.0209703947368,0.187911184211,0.0210252192982,0.0217105263158,0.482437192596,0.495377209122,0.482437192596,0.403259593697
"Enid, OK Micro Area",60580,48744,1765,5353,577,4141,0.804621987455,0.0291350280621,0.0883624958732,0.0095245955761,0.068355893034,0.447391339009,0.364437728712,0.447391339009,0.339163430734
"Enterprise-Ozark, AL Micro Area",100199,71839,17803,6001,1156,3400,0.716963243146,0.177676423916,0.0598908172736,0.0115370412878,0.033932474376,0.54704629658,0.546782295831,0.54704629658,0.449523370229
"Erie, PA Metro Area",280566,242787,19485,9518,3036,5740,0.865347191035,0.0694488997241,0.0339242816307,0.010820983298,0.0204586443119,0.34404465429,0.334257932079,0.34404465429,0.244664582604
"Escanaba, MI Micro Area",37069,34920,71,318,145,1615,0.942027030673,0.00191534705549,0.00857859667107,0.00391162426826,0.0435674013326,0.166062668128,0.0664811760321,0.166062668128,0.110594393344
"Espanola, NM Micro Area",40246,5148,103,28703,138,6154,0.127913333002,0.00255926054763,0.713188888337,0.00342891219003,0.152909605924,0.513216653224,0.339148111733,0.513216653224,0.451600133956
"Eufaula, AL-GA Micro Area (part)",29970,14102,14018,1421,109,320,0.970913460009,0.943632949142,0.0640449971182,0.00469286410596,0.0167157296245,0.573861997403,0.63033809164,0.219310218954,-0.83751928978
"Eugene-Springfield, OR Metro Area",351715,297808,3102,26167,8169,16469,0.846731018012,0.00881964090244,0.0743983054462,0.0232261916609,0.0468248439788,0.37692773539,0.31602074615,0.37692773539,0.274701667225
"Eureka-Arcata-Fortuna, CA Micro Area",134623,103958,1393,13211,2854,13207,0.772215743224,0.010347414632,0.0981333056016,0.0211999435461,0.0981035929967,0.487243609574,0.370546707793,0.487243609574,0.383871878694
"Evanston, WY Micro Area",21118,18696,48,1855,59,460,0.885311109007,0.0022729425135,0.0878397575528,0.00279382517284,0.0217823657543,0.270348782215,0.243502093496,0.270348782215,0.208020974078
"Evansville, IN-KY Metro Area (part)",358676,318979,21948,6946,3396,7407,1.77545912805,0.128492303588,0.0424517325068,0.0144104198284,0.0391864160304,0.295690201498,0.276454744181,-0.269290602226,-2.17231077244
"Fairbanks, AK Metro Area",97581,72259,4154,5651,2512,13005,0.740502761808,0.0425697625562,0.0579108637952,0.0257427163075,0.133273895533,0.549647372768,0.409525395135,0.549647372768,0.428065188252
"Fairmont, MN Micro Area",20840,19766,62,744,103,165,0.948464491363,0.00297504798464,0.0357005758157,0.0049424184261,0.00791746641075,0.155967904016,0.148928783412,0.155967904016,0.0990446128256
"Fairmont, WV Micro Area",56418,52874,1838,514,281,911,0.937183168492,0.0325782551668,0.00911056754936,0.00498067992485,0.0161473288667,0.19148889636,0.165369741854,0.19148889636,0.120257820142
"Fallon, NV Micro Area",24877,19030,366,3009,633,1839,0.764963621015,0.0147123849339,0.120955099088,0.0254451903365,0.0739237046268,0.502343399009,0.424374769259,0.502343399009,0.39387189644
"Fargo, ND-MN Metro Area (part)",208777,188964,4197,5071,4360,6185,1.8105489121,0.0364966075655,0.0549778403643,0.0376978866931,0.0602787532815,0.275956983841,0.230964797222,-0.311663451515,-2.28749658714
"Faribault-Northfield, MN Micro Area",64142,54566,2021,5122,1289,1144,0.850706245518,0.0315082161454,0.0798540737738,0.0200960369181,0.0178354276449,0.371968485251,0.37395762635,0.371968485251,0.268207489875
"Farmington, MO Micro Area",65359,60631,2759,778,242,949,0.927661071926,0.042213008155,0.0119034868955,0.00370262702918,0.0145198059946,0.210127405355,0.192013178073,0.210127405355,0.137296770363
"Farmington, NM Metro Area",130044,55254,617,24776,445,48952,0.424886961336,0.00474454799914,0.190520131648,0.0034219187352,0.376426440282,0.678592351755,0.497265844378,0.678592351755,0.641442064317
"Fayetteville, NC Metro Area",366383,169891,129331,36013,7352,23796,0.463697824408,0.352993998084,0.0982933160108,0.0200664332133,0.0649484282841,0.75055413313,0.746456068531,0.75055413313,0.646097028905
"Fayetteville-Springdale-Rogers, AR-MO Metro Area (part)",463204,353302,8629,69087,10884,21302,1.57037002389,0.0248192994874,0.263168633123,0.032364830044,0.109277213459,0.493548529851,0.4595746806,0.0542351752905,-1.54892473061
"Fergus Falls, MN Micro Area",57303,54244,422,1490,264,883,0.946617105562,0.00736436137724,0.0260021290334,0.0046070886341,0.0154093153936,0.169054349598,0.141027318196,0.169054349598,0.102927038659
"Fernley, NV Micro Area",51980,40634,363,7674,701,2608,0.7817237399,0.00698345517507,0.147633705271,0.013485956137,0.0501731435167,0.445994251333,0.393984742463,0.445994251333,0.364364299555
"Findlay, OH Micro Area",74782,67888,1084,3363,1258,1189,0.907812040331,0.0144954668236,0.0449707148779,0.0168222299484,0.0158995480196,0.262967027417,0.250400209256,0.262967027417,0.173109032628
"Fitzgerald, GA Micro Area",27172,16883,8546,1254,181,308,0.621338142205,0.314514941852,0.0461504489916,0.00666126895333,0.0113351979979,0.55025636597,0.600878883368,0.55025636597,0.512716541233
"Flagstaff, AZ Metro Area",134421,74231,1495,18166,1787,38742,0.552227702517,0.0111217741276,0.135142574449,0.0132940537565,0.28821389515,0.661356477382,0.470098639494,0.661356477382,0.593413374062
"Flint, MI Metro Area",425790,309683,87352,12983,3834,11938,0.727313934099,0.205152774842,0.0304915568708,0.00900443880786,0.0280372953804,0.500537629611,0.502982761621,0.500537629611,0.427129875349
"Florence, SC Metro Area",205566,112098,84667,4170,1861,2770,0.54531391378,0.411872585933,0.020285455766,0.00905305352052,0.0134749910005,0.544115265732,0.588104688262,0.544115265732,0.532318675519
"Florence-Muscle Shoals, AL Metro Area",147137,122562,17892,3175,899,2609,0.832978788476,0.121600956931,0.0215785288541,0.00610995194954,0.0177317737891,0.368988753549,0.370701714109,0.368988753549,0.290542165
"Fond du Lac, WI Metro Area",101633,93398,1226,4368,1129,1512,0.918973168164,0.0120630110299,0.0429781665404,0.0111085966172,0.0148770576486,0.235353714955,0.220711866552,0.235353714955,0.153150949397
"Forest City, NC Micro Area",67810,57054,6804,2397,289,1266,0.841380327385,0.100339183011,0.0353487686182,0.00426190827312,0.018669812712,0.367676251065,0.36675345506,0.367676251065,0.28039493183
"Forrest City, AR Micro Area",28258,11973,14565,1149,133,438,0.423703022153,0.515429258971,0.0406610517376,0.0047066317503,0.0155000353882,0.575028239682,0.61950577775,0.575028239682,0.552892703407
"Fort Collins-Loveland, CO Metro Area",299630,253047,2259,31628,5675,7021,0.84453158896,0.00753929846811,0.105556853453,0.0189400260321,0.0234322330875,0.360361228183,0.346331559487,0.360361228183,0.274659510783
"Fort Dodge, IA Micro Area",38013,34210,1435,1446,241,681,0.899955278457,0.0377502433378,0.0380396180254,0.00633993633757,0.0179149238418,0.277774695096,0.262403528357,0.277774695096,0.186847264076
"Fort Leonard Wood, MO Micro Area",52274,37863,5680,4705,1295,2731,0.724318016605,0.108658223974,0.0900065041895,0.0247733098672,0.0522439453648,0.582398106774,0.557333743361,0.582398106774,0.452112483679
"Fort Madison-Keokuk, IA-MO Micro Area (part)",43001,39811,1113,1134,203,740,1.8929851594,0.0331672650719,0.0363332354733,0.00812878918924,0.0293855508699,0.221821407587,0.198203254899,-0.516844836836,-2.58674257298
"Fort Morgan, CO Micro Area",28159,17370,755,9506,135,393,0.616854291701,0.0268120316773,0.33758301076,0.00479420433964,0.0139564615221,0.526186580322,0.565776768259,0.526186580322,0.5045918414
"Fort Payne, AL Micro Area",71109,57997,1029,9690,166,2227,0.815607025834,0.0144707421002,0.136269670506,0.00233444430382,0.0313181172566,0.386316474573,0.359271401756,0.386316474573,0.315020079835
"Fort Polk South, LA Micro Area",52334,37794,7280,3775,881,2604,0.722169144342,0.139106508197,0.0721328390721,0.0168341804563,0.0497573279321,0.569867331448,0.54608458959,0.569867331448,0.45115877855
"Fort Smith, AR-OK Metro Area (part)",298592,226828,10402,24468,6532,30362,1.48378895602,0.0608054627678,0.147843342799,0.0344424082264,0.273119830192,0.526163387989,0.416002078635,0.209924981869,-1.30296534543
"Fort Valley, GA Micro Area",27695,12499,12647,1890,222,437,0.451308900524,0.45665282542,0.0682433652284,0.00801588734429,0.015779021484,0.624049400956,0.676658631502,0.624049400956,0.582818084478
"Fort Wayne, IN Metro Area",416257,330540,41183,24172,9818,10544,0.794076736247,0.0989364743416,0.0580698943201,0.0235863901388,0.0253305049525,0.471421595937,0.474110705512,0.471421595937,0.355083646089
"Frankfort, IN Micro Area",33224,28349,138,4395,65,277,0.853268721406,0.00415362388635,0.132283891163,0.00195641704792,0.00833734649651,0.296918444989,0.312538725494,0.296918444989,0.254342869703
"Frankfort, KY Micro Area",70706,61340,5505,1662,796,1403,0.867535994116,0.0778576075581,0.0235057845162,0.0112578847623,0.019842729047,0.334580858786,0.324598978021,0.334580858786,0.240246496087
"Fredericksburg, TX Micro Area",24837,19472,47,4969,88,261,0.783991625398,0.00189233804405,0.200064420019,0.00354310101864,0.0105085155212,0.368107769742,0.389378812864,0.368107769742,0.345204795743
"Freeport, IL Micro Area",47711,40612,4226,1406,295,1172,0.85120831674,0.0885749617489,0.0294690951772,0.00618306051015,0.0245645658234,0.359244036413,0.342300963251,0.359244036413,0.266088801961
"Fremont, NE Micro Area",36691,32120,183,3689,180,519,0.875419040092,0.00498759913875,0.100542367338,0.00490583521845,0.0141451582132,0.285938347191,0.282376607795,0.285938347191,0.22328370775
"Fremont, OH Micro Area",60944,52527,1624,5435,185,1173,0.86188960357,0.0266474140194,0.0891802310318,0.00303557364138,0.0192471777369,0.33172382711,0.322734900634,0.33172382711,0.248103444418
"Fresno, CA Metro Area",930450,304522,45005,468070,86856,25997,0.327284647214,0.0483690687302,0.503057660272,0.0933483798162,0.027940243968,0.732561715978,0.780302301623,0.732561715978,0.627983606083
"Gadsden, AL Metro Area",104430,82789,15716,3447,657,1821,0.79277027674,0.150493153308,0.0330077563918,0.00629129560471,0.0174375179546,0.425112887413,0.437774237716,0.425112887413,0.347433939709
"Gaffney, SC Micro Area",55342,40939,11214,2032,308,849,0.739745582017,0.20263091323,0.0367171406888,0.00556539337212,0.0153409706913,0.472696222514,0.499235300625,0.472696222514,0.410102719484
"Gainesville, FL Metro Area",264275,172348,50304,21597,13157,6869,0.652154006243,0.190347176237,0.0817216914199,0.0497852615647,0.025991864535,0.648326424675,0.683512130659,0.648326424675,0.5286305205
"Gainesville, GA Metro Area",179684,114300,12757,46906,3181,2540,0.636116738274,0.0709968611563,0.261047171701,0.0177033013513,0.0141359275172,0.595101205199,0.646476110348,0.595101205199,0.521656083815
"Gainesville, TX Micro Area",38437,30255,1018,5997,278,889,0.787132190337,0.0264848973645,0.156021541744,0.00723261440799,0.0231287561464,0.433193916118,0.433619433789,0.433193916118,0.354791493586
"Galesburg, IL Micro Area",70626,60714,4028,4048,424,1412,0.85965508453,0.0570328207742,0.0573160026053,0.00600345481834,0.0199926372724,0.351772220597,0.344584452487,0.351772220597,0.254019521827
"Gallup, NM Micro Area",71492,7384,317,9473,542,53776,0.103284283556,0.00443406255245,0.132504336149,0.00758126783416,0.752196049908,0.483103500636,0.633469952809,0.483103500636,0.405898923642
"Garden City, KS Micro Area",36776,17049,707,17182,1207,631,0.463590385034,0.0192244942354,0.467206874048,0.0328203175984,0.0171579290842,0.60255811481,0.64808256384,0.60255811481,0.56506054279
"Gardnerville Ranchos, NV Micro Area",46997,39094,174,5103,699,1927,0.831840330234,0.00370236398068,0.108581398813,0.0148732897845,0.0410026171883,0.378093550345,0.329007999018,0.378093550345,0.294335607964
"Georgetown, SC Micro Area",60158,37311,20128,1867,269,583,0.620216762525,0.334585591276,0.0310349413212,0.00447155822999,0.00969114664716,0.521605771688,0.57173702802,0.521605771688,0.502306568854
"Gettysburg, PA Micro Area",101407,91830,1450,6115,737,1275,0.905558787855,0.0142988156636,0.0603015570917,0.00726774285799,0.0125730965318,0.255201672512,0.25072987813,0.255201672512,0.175911644979
"Gillette, WY Micro Area",46133,41032,134,3611,250,1106,0.889428391824,0.00290464526478,0.0782736869486,0.00541911429996,0.023974161663,0.272338026869,0.240332735456,0.272338026869,0.202177801558
"Glasgow, KY Micro Area",52272,48327,1770,1225,193,757,0.924529384757,0.0338613406795,0.0234351086624,0.00369222528313,0.0144819406183,0.221916171875,0.206010181811,0.221916171875,0.143326262879
"Glens Falls, NY Metro Area",128923,121581,2290,2624,709,1719,0.94305127867,0.0177625404311,0.020353234101,0.00549940662256,0.0133335401751,0.181639502188,0.161956727782,0.181639502188,0.109716497051
"Gloversville, NY Micro Area",55531,52110,981,1263,320,857,0.938394770489,0.0176658082873,0.0227440528714,0.00576254704579,0.015432821307,0.193302257812,0.169551311541,0.193302257812,0.118314503074
"Goldsboro, NC Metro Area",122623,68216,38107,12162,1405,2733,0.556306728754,0.310765517073,0.0991820457826,0.0114578831051,0.0222878252856,0.655264303842,0.699273487128,0.655264303842,0.583482508495
"Granbury, TX Micro Area",59672,51183,279,6860,336,1014,0.857738973053,0.0046755597265,0.114961791125,0.00563078160611,0.0169928944899,0.313029325766,0.306521467749,0.313029325766,0.250725315664
"Grand Forks, ND-MN Metro Area (part)",98461,87768,1570,3671,1490,3962,1.78828470562,0.027620464826,0.0836103202204,0.0257897642928,0.0746947450397,0.300607406476,0.236830158413,-0.276316279545,-2.21196018096
"Grand Island, NE Micro Area",72726,56009,935,14033,650,1099,0.770137227401,0.0128564749883,0.19295712675,0.00893765640899,0.0151115144515,0.422576419448,0.440739609681,0.422576419448,0.369182669687
"Grand Junction, CO Metro Area",146723,121944,776,19552,1059,3392,0.831117139099,0.00528887768107,0.133257907758,0.0072176822993,0.0231183931626,0.3558558975,0.341731974562,0.3558558975,0.290872103849
"Grand Rapids-Wyoming, MI Metro Area",774160,615337,60013,65227,14569,19014,0.794844734939,0.0775201508732,0.084255192725,0.0188191071613,0.024560814302,0.469096450682,0.473055790749,0.469096450682,0.354156143654
"Grants Pass, OR Micro Area",82713,73289,295,5251,667,3211,0.886063859369,0.00356654939369,0.0634845792076,0.00806402862912,0.0388209834004,0.290351405956,0.227488844165,0.290351405956,0.209275727738
"Grants, NM Micro Area",27213,5857,221,9934,136,11065,0.215228016022,0.00812111858303,0.365046117664,0.00499761143571,0.406607136295,0.702077784008,0.552323445234,0.702077784008,0.654997941124
"Great Bend, KS Micro Area",27674,23092,367,3683,53,479,0.834429428344,0.0132615451326,0.133085206331,0.00191515501915,0.0173086651731,0.347305030882,0.346175322746,0.347305030882,0.285536730681
"Great Falls, MT Metro Area",81327,71100,958,2711,665,5893,0.874248404589,0.011779605789,0.0333345629373,0.00817686623139,0.0724605604535,0.318542690248,0.196538065156,0.318542690248,0.229122380912
"Greeley, CO Metro Area",252825,170827,2054,71680,2873,5391,0.675672896272,0.00812419657866,0.283516266192,0.011363591417,0.0213230495402,0.493522165353,0.509420894487,0.493522165353,0.462434857826
"Green Bay, WI Metro Area",306241,263593,5417,18967,6826,11438,0.860737131867,0.017688683096,0.0619348813516,0.0222896346342,0.0373496690515,0.360561175999,0.315374869022,0.360561175999,0.253090945198
"Greeneville, TN Micro Area",68831,64637,1355,1690,249,900,0.939068152431,0.0196858973428,0.0245528904128,0.00361755604306,0.0130755037701,0.189148053938,0.171560638376,0.189148053938,0.116976570597
"Greensboro-High Point, NC Metro Area",723801,449177,182490,54683,20888,16563,0.620580794998,0.252127311236,0.0755497712769,0.0288587609025,0.022883361587,0.63833461962,0.677928193153,0.63833461962,0.544247051551
"Greensburg, IN Micro Area",25740,24796,76,426,178,264,0.963325563326,0.0029526029526,0.0165501165501,0.00691530691531,0.0102564102564,0.125783289162,0.105871629122,0.125783289162,0.0715682194004
"Greenville, MS Micro Area",51137,13654,36348,529,291,315,0.267008232786,0.710796487866,0.0103447601541,0.00569059585036,0.00615992334318,0.436970619688,0.483238395145,0.436970619688,0.423297614862
"Greenville, NC Metro Area",189510,106076,64715,12256,2628,3835,0.559738272387,0.341485937418,0.0646720489684,0.0138673420928,0.0202363991346,0.625729040322,0.66859599148,0.625729040322,0.565296132027
"Greenville, OH Micro Area",52959,51365,233,646,159,556,0.969901244359,0.00439962990238,0.0121981155233,0.00300232255141,0.010498687664,0.107205872746,0.0832960204032,0.107205872746,0.0590041890422
"Greenville-Mauldin-Easley, SC Metro Area",636986,467055,105169,42967,10847,10948,0.733226475935,0.165104099619,0.067453601806,0.0170286317125,0.0171871909273,0.525634328807,0.557147432057,0.525634328807,0.42998420905
"Greenwood, MS Micro Area",42914,14857,26690,849,202,316,0.346204035979,0.621941557534,0.0197837535536,0.0047070885958,0.00736356433798,0.498056551903,0.550903453372,0.498056551903,0.492863688817
"Greenwood, SC Micro Area",69661,42709,21728,3789,568,867,0.613097716082,0.311910538178,0.054391984037,0.00815377327342,0.0124459884297,0.568835186156,0.619809361062,0.568835186156,0.523643132134
"Grenada, MS Micro Area",21906,12350,9106,197,60,193,0.563772482425,0.415685200402,0.00899296996257,0.00273897562312,0.00881037158769,0.489747699243,0.53691022963,0.489747699243,0.509200404084
"Gulfport-Biloxi, MS Metro Area",248820,177475,47445,11622,5731,6547,0.713266618439,0.190680009646,0.0467084639498,0.023032714412,0.0263121935536,0.548437266445,0.563777012127,0.548437266445,0.451487346875
"Guymon, OK Micro Area",20640,10889,294,8659,318,480,0.527567829457,0.0142441860465,0.419525193798,0.0154069767442,0.0232558139535,0.567962710804,0.593511857527,0.567962710804,0.544689692439
"Hagerstown-Martinsburg, MD-WV Metro Area (part)",269140,229076,21166,9248,2952,6698,1.70620257122,0.154073053128,0.0686679668106,0.021327430071,0.0497289787745,0.369322375464,0.353537580897,-0.129345058083,-1.94250883999
"Hammond, LA Micro Area",121097,77807,36485,4260,714,1831,0.642517981453,0.301287397706,0.0351784106956,0.0058960998208,0.0151201103248,0.532531609475,0.570330957543,0.532531609475,0.494895645185
"Hanford-Corcoran, CA Metro Area",152982,53879,10314,77866,5339,5584,0.352191761122,0.0674196964349,0.508987985515,0.0348995306637,0.0365010262645,0.702745562704,0.729482793637,0.702745562704,0.609796476373
"Hannibal, MO Micro Area",38948,36030,1507,489,172,750,0.925079593304,0.0386926157954,0.0125552018075,0.00441614460306,0.0192564444901,0.219233776803,0.189550045436,0.219233776803,0.142182681456
"Harriman, TN Micro Area",54181,50752,1430,710,274,1015,0.936712131559,0.0263930160019,0.0131042247282,0.00505712334582,0.018733504365,0.195859536425,0.163310639191,0.195859536425,0.121325551908
"Harrisburg, IL Micro Area",24913,23011,974,340,100,488,0.923654317023,0.0390960542689,0.0136474932766,0.00401396861077,0.0195881668205,0.222365939968,0.192365991705,0.222365939968,0.144748138889
"Harrisburg-Carlisle, PA Metro Area",549475,442343,53841,25831,15698,11762,0.805028436235,0.0979862596114,0.0470103280404,0.0285690886756,0.021405887438,0.453449037681,0.461689369167,0.453449037681,0.338843533994
"Harrison, AR Micro Area",45233,43033,69,815,175,1141,0.951362942984,0.00152543497004,0.0180178188491,0.00386885680808,0.0252249463887,0.151612554861,0.0934498064293,0.151612554861,0.0939303159954
"Harrisonburg, VA Metro Area",125228,105031,4127,11741,2159,2170,0.838718178043,0.0329558884594,0.0937569872552,0.0172405532309,0.0173283930111,0.386585400706,0.39253104891,0.386585400706,0.286077844696
"Hartford-West Hartford-East Hartford, CT Metro Area",1212381,868016,121962,151219,46872,24312,0.715959751926,0.100597089529,0.124728942469,0.0386611139568,0.0200531021189,0.580359730244,0.615245057442,0.580359730244,0.459827741474
"Hastings, NE Micro Area",37906,33688,240,3046,446,486,0.888724740147,0.00633145148525,0.080356671767,0.0117659473434,0.0128211892576,0.27812319933,0.276960328765,0.27812319933,0.203368233865
"Hattiesburg, MS Metro Area",142842,95576,40239,3961,1163,1903,0.66910292491,0.281702860503,0.0277299393736,0.00814186303748,0.0133224121757,0.510653074472,0.549120360228,0.510653074472,0.471932048124
